54423
8506	6923	106
1195	1893	13
7833	2464	19
4153	87	17
6287	1514	36
7079	8611	66
8866	2185	17
1228	367	3
3939	12580	2
9389	13212	76
8876	2817	6
11197	1541	124
166	2123	8
3008	2962	13
2893	7929	21
7057	4228	77
997	2007	13
5243	1046	13
1501	14296	7
7389	1048	47
1397	243	17
6816	684	234
2531	8623	84
296	14150	30
6041	9592	19
14116	1736	3
1274	967	17
1940	7217	75
6824	12070	227
2737	1743	7
10727	2984	10
9593	4225	3
715	816	13
4295	7019	32
6988	8955	8
11503	14427	6
587	5375	89
1846	11322	47
10709	13213	76
457	8546	10
9503	9920	19
8995	5012	53
97	862	17
3768	11104	21
7800	6612	40
529	1791	20
1772	2781	45
2932	6650	6
870	9195	6
6480	5191	140
1177	7650	89
3369	10979	25
440	163	31
7835	3095	117
14426	5101	137
692	14289	19
647	2876	43
6652	12037	13
3640	32	28
10387	4735	44
4645	11065	75
5294	2739	13
7065	482	86
8758	46	19
14512	3541	42
3246	3735	7
6297	8536	24
1348	4567	8
520	209	23
281	9525	66
73	11187	31
13453	3865	6
4842	9084	69
11217	2700	9
10853	2059	8
12189	2818	19
7893	13327	148
6446	3753	30
2417	6449	19
5161	6907	43
5638	4905	65
5439	5641	25
6599	11253	17
11111	90	166
7231	2857	19
6514	12660	66
6168	4971	6
538	13425	25
3692	2058	17
13758	3014	19
441	8230	38
6380	2006	17
4488	302	73
7348	3666	14
4756	2451	8
6696	862	17
7459	2086	9
2985	90	139
8986	1934	15
117	13283	130
1180	12554	77
7894	7021	8
13134	3659	8
2141	12686	19
14307	119	13
7116	564	140
1642	7551	32
6627	92	13
4433	3010	19
7012	2410	13
9829	4152	66
8980	4292	30
9087	3466	37
6008	4408	137
5631	2846	124
3775	6713	13
5079	570	134
5625	11221	19
12902	9	5
3553	8263	109
1048	12117	19
8936	7207	47
11436	3442	6
6364	11922	17
4368	349	47
676	11468	12
3003	62	25
9151	4068	34
9693	3154	9
11848	11790	120
5450	7872	30
7059	215	17
92	13044	17
2822	11	5
5566	12233	208
10490	1784	10
4396	8253	107
4253	14264	58
1204	9873	58
1294	1944	38
9220	117	5
7646	4092	32
5000	3638	19
1121	4637	47
3943	959	101
3048	8798	130
6150	2034	231
3397	434	85
4559	1476	8
13948	1542	7
2419	4521	76
10074	90	206
982	7595	7
11695	1080	13
2939	64	26
6382	377	13
7706	4297	42
14162	32	133
4598	8177	76
3272	62	25
1547	14185	41
1006	4558	148
12900	12182	14
587	2920	89
8700	4358	39
385	8080	8
4620	2607	66
14078	141	43
1649	8215	2
6556	7886	8
11872	9410	114
2311	621	8
5837	14299	66
9761	434	85
5399	7220	15
9357	12093	82
2549	2797	19
10163	11573	116
2308	10051	66
1551	2816	15
4526	5261	21
6390	90	219
6197	131	17
4428	7968	18
1504	12398	13
2869	8925	76
6506	382	13
8156	342	26
4646	3184	188
14147	141	43
894	2237	183
5570	7270	143
9817	9218	24
14343	789	17
7467	9773	69
6635	210	41
14358	1885	90
5265	4481	31
13992	62	25
6549	3667	1
7504	5699	12
