10626	1947	4
8544	18071	6
36237	16925	0
13308	7474	0
24086	34259	4
35508	32984	4
26266	18902	0
19559	18530	1
17642	2134	0
9713	36678	0
39900	16633	0
38091	2318	0
7129	25825	6
10263	7540	1
35013	33039	1
5510	20967	1
6741	34832	1
4634	14658	7
6502	32423	1
23980	3027	0
18799	12220	1
9420	32022	1
29670	32096	0
37952	26611	0
30054	3155	0
20373	20834	0
1378	17367	1
26042	14907	1
26089	6639	1
18745	29729	6
15326	23298	4
21066	37621	1
25555	31391	1
29599	1929	0
20494	9294	4
23291	33967	1
16754	37501	0
25430	25347	7
27846	18801	6
20867	4907	0
23940	21120	1
16952	5760	1
785	35303	8
13964	26132	4
4343	13434	0
27916	7850	0
32634	2777	0
6366	32571	1
19565	28363	1
10660	1621	2
27360	2205	0
32889	28040	0
10190	14982	0
32684	20593	0
19234	1514	1
39	1027	0
30991	31857	1
4766	9303	1
28960	23473	1
15990	38950	0
14113	26330	1
2714	2349	6
40688	1012	0
27603	30960	0
24926	3433	0
25394	20369	1
545	33699	6
35720	9861	1
20172	8274	1
23091	22601	4
23599	7911	1
30056	1125	1
14631	23924	1
32315	2053	2
12749	3513	1
25043	3560	0
785	12191	8
2923	22366	1
3449	13177	8
30836	15782	1
2198	1873	0
193	22187	6
18794	10737	0
22365	25413	5
7511	23554	2
8929	265	0
6500	5805	1
38492	32562	6
13840	2497	0
6734	10080	0
32883	10821	0
21354	13840	0
1038	5011	4
16594	2191	0
4506	2883	1
18832	2021	0
3183	19320	1
31154	34963	1
7104	26657	1
19872	6882	1
2350	300	0
20083	1759	1
8607	27592	0
15034	28424	0
5189	35256	1
17661	40570	1
23197	6690	0
618	3785	5
37588	11639	5
31984	941	0
9302	31803	3
21542	7279	1
5833	12969	1
19921	33788	0
34671	37067	6
12108	14307	1
29269	955	2
1471	6271	0
3673	26417	0
27780	16034	1
3320	22511	1
15476	29472	0
26682	855	3
25480	9973	1
21502	10551	1
15407	27967	6
9042	17632	0
22974	35054	4
29394	11127	1
31942	33536	7
13369	8297	1
8315	16794	5
23503	11793	4
2944	36925	0
5279	16282	1
12980	34343	0
34315	2201	1
13121	914	5
18049	865	1
35440	1538	0
5580	22641	0
2366	11479	1
31897	12891	1
18010	19183	2
1325	11808	2
28493	6066	1
1602	13479	1
14319	1545	0
17354	20567	1
20364	11975	0
30190	21526	0
11638	1641	0
12329	22062	0
20582	39	0
15590	25352	0
26474	5097	0
11401	16765	0
21491	6850	0
12812	14832	0
13964	29310	4
1886	23527	1
30139	14633	0
9909	33920	0
8788	23785	1
1668	20951	1
22027	2231	0
7062	15898	1
20724	34677	0
24080	2921	9
31604	31736	4
22376	11017	3
1649	39218	4
18410	532	0
19210	34894	4
11949	6440	0
9310	3355	0
30816	16636	4
32169	3448	0
10654	5804	9
16129	27392	1
26386	2558	1
6198	35676	0
11128	4547	1
31938	2928	1
30626	3149	1
7570	24719	4
31827	5999	5
23137	29456	1
18749	39079	0
15516	37174	4
17844	28256	0
523	17950	6
24480	17945	1
529	25840	1
25498	13498	1
8855	6993	1
22832	292	0
29081	4877	0
23213	21867	0
14404	14345	1
37481	16576	0
18543	265	0
23803	24370	1
25191	25884	1
2407	3753	1
10504	22044	4
34162	13709	0
20249	11979	6
385	25203	1
20339	14207	1
2141	1364	0
32767	5325	0
8178	24388	0
10488	23925	0
16117	16177	4
33067	36220	0
2255	12885	1
9061	22084	1
23467	34013	4
19778	3445	1
36475	23518	6
16228	6917	4
33106	35350	4
14591	606	1
26484	7042	4
11046	23018	1
14570	14900	5
26035	1050	1
28803	27648	0
26160	25752	0
19232	13042	8
38919	17493	0
19629	27341	1
7378	13739	4
1245	22459	1
7362	25765	4
13837	13475	1
16702	37568	1
27420	39396	0
20753	5109	0
33296	1744	1
37556	23575	0
18701	743	2
1295	13333	1
37010	386	1
20647	25080	0
37294	28368	0
20121	34417	0
21196	29897	1
18526	13883	6
523	28861	0
28752	19762	1
26507	665	8
28806	19559	1
39754	7045	1
18586	10078	0
21823	11080	1
32637	21763	6
8916	35848	1
7825	10822	0
10140	37498	0
8672	25615	0
24135	28816	0
15297	1500	0
35912	127	0
34155	40656	0
34468	11095	0
26984	38470	0
16868	5248	1
21001	17837	1
19976	19328	0
12772	8592	1
3307	1796	0
33744	28305	4
31054	22571	4
14509	8141	0
4389	31398	4
40386	37593	7
39157	24855	1
36943	9905	0
3289	28940	6
1260	23293	6
18211	5644	0
1669	23084	0
9158	37829	1
35418	15604	3
7605	18799	1
33068	4686	1
28404	13015	0
17237	1288	0
31632	20927	0
29869	8009	8
16196	20503	1
21283	25073	0
13484	5772	0
15355	31227	1
3714	11170	1
8290	1554	1
28453	15312	0
4136	2064	5
3171	22037	0
5560	25744	1
1103	4399	1
27164	376	0
18505	11199	0
2110	39448	0
29758	18826	1
5817	39	0
18396	21216	4
15083	33835	0
19103	12290	1
11668	200	1
18766	16869	0
17558	20025	1
23279	33215	0
10018	15717	1
30149	27236	1
26710	13247	5
34864	9976	0
31336	10282	0
29514	27044	0
29741	6817	1
785	32360	8
25943	30700	0
7853	13633	1
36031	26587	2
1613	29450	1
13439	19570	1
266	37701	0
22767	33887	1
13209	172	5
31009	1326	2
3845	34028	6
12294	35738	0
19841	7122	0
20460	27530	0
29740	30350	0
24058	18796	1
25749	17973	0
20111	11043	0
17277	24671	0
12239	2582	0
33286	34699	0
11271	38926	1
28039	23758	1
30533	3489	0
12924	33575	1
7047	10781	4
58	28363	4
16871	35227	0
13433	32450	1
30181	184	0
715	2918	1
10783	12044	1
35836	3425	4
12945	39901	6
14219	21186	4
9591	22291	1
27349	3132	1
37189	4785	0
3068	23057	1
24992	16588	7
13621	16946	4
17862	937	1
5464	17235	0
13163	3414	1
31934	9722	1
18292	4153	1
30299	121	2
11306	25380	1
12624	1917	5
5997	35255	1
26978	8193	1
8275	9654	1
17481	3835	1
3815	6978	1
6765	34947	6
29129	479	0
7688	4596	0
36317	31314	1
14564	184	0
10572	9950	1
14324	24617	0
22410	13557	1
20029	608	0
36229	19	1
13518	13862	0
5219	19169	9
33467	3094	8
35412	4256	0
15096	20162	0
6287	15057	4
22782	16214	0
2566	4275	0
19223	18100	1
13358	27276	4
6331	29338	3
17857	18377	0
20538	10924	1
36646	16468	0
17692	5244	0
26088	6107	1
8316	2586	1
40154	184	0
20920	18613	3
12048	17704	4
34987	26147	0
1679	33742	0
28592	5547	0
10319	34984	4
1634	12836	6
24480	27636	1
18851	586	0
31082	22597	0
32592	30920	4
4770	8745	0
32784	7860	1
20125	8142	1
36774	12913	1
26923	2139	5
29080	184	0
24215	12847	0
7206	5378	0
5293	9574	1
17980	15259	1
7226	4063	4
23945	21488	4
18275	11638	0
24468	27491	9
18002	914	5
25384	10271	0
21400	2581	1
15283	2272	0
33494	28392	4
3806	17344	0
37461	12646	5
35541	31918	0
8965	8876	4
22618	20151	1
21892	37026	0
19721	5841	5
3726	11089	4
21310	30179	1
13536	17796	1
8156	28041	10
7695	2524	2
20840	38028	0
7341	28067	1
35819	21098	0
11489	579	1
26428	27444	1
7284	33579	1
30914	3843	0
12201	22485	4
9533	2284	9
1379	702	1
5700	35458	4
7078	17879	0
37553	15677	0
22235	16988	1
32529	19988	1
32879	8411	4
24159	24184	1
31953	17757	0
1480	7889	0
6903	7722	0
18909	35834	4
39100	6722	0
36776	9491	1
32822	38655	5
17964	30293	1
19655	27041	1
38957	23360	0
14955	27525	0
9533	684	3
14125	38399	1
9562	2939	0
25484	15714	1
23248	752	0
3405	6000	1
9639	9579	1
13436	5118	1
12204	2776	0
36778	9573	0
8343	4389	0
9361	26705	0
785	7090	8
19484	1005	1
22010	3619	4
8542	28042	1
37742	34424	0
16445	28910	1
33352	26112	0
39957	17946	0
8682	9776	0
1634	31334	6
2807	1047	0
22537	23741	0
26256	35134	1
12083	17002	0
13830	21580	0
7490	28691	4
16832	27204	1
20763	29526	0
1512	3766	4
29800	40581	0
23551	40716	1
483	33863	3
16757	37750	0
11162	10373	1
8624	121	2
33208	39348	8
20665	1511	0
