23641	4517	0
7973	14796	1
38865	23608	0
1134	14706	1
22876	26857	1
9285	2973	0
785	30921	8
30913	3287	8
32219	16238	0
7732	18215	3
37823	1816	0
3441	32415	3
28296	15342	1
14921	20491	1
40391	5448	1
20965	3609	1
326	5156	0
26568	12898	1
17637	19876	2
23126	22762	0
37923	742	6
25066	10765	0
5851	1194	0
26208	34601	1
21042	1669	2
13739	18637	4
2535	23949	1
17762	11041	7
31656	1912	6
25641	15826	1
9650	25091	1
33712	18703	4
8826	30102	1
17332	30588	1
38815	6657	0
3891	475	2
3099	19915	1
33446	18796	0
27132	3583	0
1073	14108	0
32746	9717	0
1586	4035	0
5468	8592	0
30087	7004	1
11891	35731	0
29408	9986	0
26186	12537	4
21485	18972	1
15057	18762	4
15462	10677	1
9171	20589	4
31384	4369	0
34224	6850	0
28341	37092	0
8476	11002	0
2189	14590	1
22616	26287	0
33408	5314	0
12338	34076	6
36676	18785	0
34507	24421	0
38902	30969	0
11009	5129	0
654	17389	1
2599	30629	0
7159	1668	0
22933	3	5
35533	7901	0
30693	34436	2
288	17062	1
21181	2331	3
2261	19667	0
7989	2560	0
10183	28102	1
36335	14207	1
37315	9611	0
21955	15183	1
201	6032	1
20865	32126	1
36505	38654	1
35901	11403	1
3768	18571	1
13901	9382	1
36879	19729	6
27862	22090	0
773	38285	2
11045	4875	0
1979	1279	1
21467	12496	0
30272	8489	1
16700	6638	6
28600	10890	1
13446	24218	1
6624	265	0
16331	14743	1
36541	992	0
6779	51	0
7107	1531	1
4874	14666	4
15495	9135	2
3160	32835	0
8619	6271	1
7603	28101	4
15337	31369	1
17861	30423	1
29651	10941	0
20521	9046	0
308	30912	0
27176	11041	7
32221	28496	0
741	11134	1
35841	184	0
5762	28645	1
34627	3860	1
10527	19356	0
28206	2319	1
12116	18991	0
29448	172	5
18362	1959	1
6102	34705	0
11634	30646	4
13218	2696	1
23732	2360	1
14167	13028	1
18997	38805	1
2607	16169	0
219	21421	1
6190	23097	1
40005	184	0
5176	14618	3
6713	22286	0
10225	9539	0
27256	13092	1
20833	9977	2
40335	11776	0
17840	2518	0
15171	39360	1
6973	31070	5
14356	2278	1
39082	27383	0
37510	2021	0
27221	26752	0
35422	8444	0
8632	31250	4
22471	2254	6
9914	24647	1
777	13189	1
18935	27948	1
33980	16463	4
11630	12768	0
31796	3362	0
18555	296	0
15685	7617	0
28219	36511	1
9382	39286	1
36293	2	0
31318	1272	0
28350	25408	5
35304	6004	1
18809	27184	0
22356	17135	6
34719	2857	1
8748	5804	1
8692	24255	4
39951	278	0
31323	27015	6
12365	22414	1
21809	17518	1
12278	4540	5
20625	13716	0
3643	31520	1
60	134	0
10103	1945	0
39746	17351	0
21135	13942	1
11642	15317	1
16559	35237	0
16970	31717	0
432	39331	0
2838	16945	0
5498	8386	0
34485	12072	5
1628	27051	0
429	37248	0
6973	3331	5
30928	39	0
22355	20678	1
4083	6188	4
31574	26515	0
15070	22853	1
33115	16308	6
838	24469	1
38281	2159	1
21399	30111	1
32	1919	4
3621	33948	1
12449	1244	0
20361	3640	0
30676	12177	1
12673	9716	0
34255	32349	4
38515	38249	0
8395	28746	1
24290	37796	0
3707	38927	1
10596	9930	0
35634	1286	0
21219	2074	1
28134	1068	0
27979	24752	0
17869	774	5
39234	24352	1
6140	34939	1
24683	2231	0
2858	35559	4
8706	32768	1
1088	30552	1
132	6337	6
12351	14870	9
11051	6014	0
11802	23478	1
822	2255	9
16357	16465	1
26798	1820	1
26755	3697	1
1761	35217	1
985	25545	6
1106	27110	1
33984	24703	0
10792	21619	1
21782	18854	0
26418	13440	0
38629	1943	0
8235	18882	1
9020	9695	0
6989	4313	1
16613	36198	0
12734	12874	1
33427	51	0
38817	5289	0
5273	12156	1
36717	938	1
27833	9375	1
30622	36042	4
24731	195	0
24952	2902	1
39856	5950	1
9069	22240	1
5561	3523	0
2027	5874	0
27885	10742	1
30032	37050	1
14380	6614	1
5078	15537	0
27807	22620	1
34225	284	0
9898	1027	0
22721	10659	1
26926	20110	0
3569	12115	1
19507	36163	1
19196	26925	0
33527	29921	1
3239	5654	4
1046	27575	7
2702	25001	1
5088	14540	0
27070	24275	0
38702	5414	0
15832	22870	4
3620	9054	0
13017	34695	1
27607	4371	0
33697	27427	4
22783	6174	0
30585	20218	0
17192	19898	2
14880	21959	1
6674	1079	1
35631	7300	0
4066	20734	1
23462	37113	1
22331	3010	4
19097	16146	1
39142	607	1
12744	31658	1
40840	3489	0
22474	2331	0
9711	10452	0
35030	19109	1
440	5759	0
18144	5474	0
8276	11045	1
326	4197	1
4378	1983	0
9237	40082	0
20722	7834	1
8309	31235	1
1942	5289	0
4840	4885	0
6259	39511	0
21844	33343	1
1678	23237	7
10323	12252	0
1019	25979	4
24119	15335	1
6615	12853	1
6139	134	0
28292	19612	0
13964	9150	4
29562	13702	1
4128	19333	3
4827	36755	0
1914	28428	8
27293	11063	1
33673	27151	1
3770	23314	6
4250	7907	0
30147	2445	0
16596	13249	5
30172	15624	0
40441	10161	0
4553	30421	4
28391	30417	0
31842	15786	0
13509	31475	1
24651	8152	1
8622	25912	4
1866	5539	1
13363	24049	4
8282	27022	1
35239	2636	0
3918	36773	6
10883	36025	1
30538	39878	1
35004	7966	0
10040	284	0
25696	25337	0
27741	36835	1
25811	3459	1
32672	17390	10
2311	7672	0
19607	30748	0
